ride_date,city,total_rides,completed_rides,cancelled_rides,total_revenue,avg_distance_km,avg_fare
2023-08-15,Delhi,6,5,0,471.9,7.87,78.65
2025-12-31,Mumbai,14,10,0,971.04,5.06,69.36
2023-12-21,Delhi,9,8,0,753.1,8.37,83.68
2025-10-29,Chennai,8,7,0,1286.27,9.28,160.78
2024-03-01,Delhi,10,7,0,526.6,5.27,52.66
2023-07-08,Bangalore,7,6,0,887.18,7.0,126.74
2024-06-12,Chennai,9,8,0,1241.9,8.39,137.99
2025-01-31,Bangalore,7,5,0,916.4,6.55,130.91
2024-02-08,Hyderabad,3,2,0,285.37,7.2,95.12
2024-10-10,Delhi,15,11,0,829.0,5.53,55.27
2023-09-15,Bangalore,7,6,0,989.19,7.69,141.31
2024-04-24,Hyderabad,6,4,0,489.89,6.06,81.65
2025-04-23,Hyderabad,10,7,0,785.33,6.06,78.53
2023-03-05,Hyderabad,10,8,0,776.18,6.19,77.62
2025-06-06,Chennai,8,8,0,1087.21,8.81,135.9
2024-05-19,Hyderabad,19,16,0,1518.87,6.04,79.94
2025-08-03,Chennai,13,10,0,1449.24,6.56,111.48
2024-02-11,Chennai,15,14,0,1929.23,7.45,128.62
2024-07-16,Delhi,6,4,0,406.49,6.32,67.75
2024-03-25,Bangalore,7,7,0,1179.0,9.28,168.43
2023-03-01,Delhi,10,10,0,904.53,7.95,90.45
2024-07-02,Mumbai,10,7,0,749.88,5.86,74.99
2023-03-29,Bangalore,8,8,0,1168.07,7.49,146.01
2023-02-28,Delhi,7,5,0,347.7,4.97,49.67
2023-12-22,Delhi,7,4,0,331.54,4.34,47.36
2024-01-23,Chennai,7,6,0,759.02,6.67,108.43
2025-09-19,Bangalore,10,9,0,1091.37,5.99,109.14
2024-07-23,Bangalore,8,8,0,1244.78,8.08,155.6
2023-11-06,Hyderabad,8,7,0,806.83,7.24,100.85
2024-07-12,Chennai,8,8,0,1427.67,10.82,178.46
2023-10-20,Hyderabad,8,7,0,863.74,8.49,107.97
2024-04-07,Hyderabad,8,5,0,431.82,4.69,53.98
2023-04-30,Bangalore,11,11,0,1670.44,8.09,151.86
2023-04-11,Delhi,8,6,0,422.3,5.28,52.79
2024-02-12,Hyderabad,5,4,0,312.55,5.1,62.51
2023-02-21,Chennai,9,8,0,1122.95,7.93,124.77
2025-02-06,Mumbai,7,2,0,176.64,2.02,25.23
2025-10-25,Mumbai,11,6,0,816.33,5.24,74.21
2023-08-11,Bangalore,10,8,0,1040.68,5.59,104.07
2023-02-06,Chennai,11,11,0,1360.4,7.66,123.67
2024-08-15,Hyderabad,11,10,0,980.13,7.3,89.1
2024-02-10,Delhi,8,6,0,452.24,5.42,56.53
2023-09-29,Hyderabad,4,4,0,490.55,9.11,122.64
2025-06-12,Chennai,6,5,0,1025.43,10.0,170.91
2025-03-08,Mumbai,19,14,0,1592.61,6.21,83.82
2023-07-22,Bangalore,10,10,0,1590.81,8.46,159.08
2023-08-22,Chennai,11,11,0,1323.66,7.25,120.33
2024-02-06,Bangalore,17,16,0,2478.77,7.7,145.81
2024-01-01,Bangalore,8,8,0,1013.94,6.79,126.74
2025-03-03,Chennai,9,9,0,1321.55,8.94,146.84
2025-11-29,Bangalore,7,7,0,1145.51,8.56,163.64
2024-11-30,Chennai,9,7,0,844.92,6.15,93.88
2024-12-28,Hyderabad,9,7,0,691.82,6.31,76.87
2025-10-29,Mumbai,6,3,0,372.18,4.97,62.03
2024-03-30,Mumbai,10,7,0,686.31,4.9,68.63
2024-05-04,Chennai,9,9,0,1407.92,9.72,156.44
2025-04-19,Bangalore,6,6,0,1073.0,8.94,178.83
2025-12-03,Mumbai,12,5,0,679.02,3.87,56.59
2025-10-21,Bangalore,13,12,0,1805.02,7.29,138.85
2025-09-30,Delhi,12,5,0,318.9,2.66,26.58
2025-06-04,Bangalore,10,10,0,1867.86,9.51,186.79
2024-10-30,Delhi,7,5,0,398.5,5.69,56.93
2025-11-17,Chennai,13,10,0,1196.23,5.86,92.02
2025-05-14,Mumbai,7,3,0,418.53,4.56,59.79
2024-01-26,Hyderabad,10,7,0,884.42,6.47,88.44
2023-06-03,Chennai,9,9,0,1268.33,8.32,140.93
2025-01-12,Bangalore,8,8,0,936.37,6.26,117.05
2025-05-04,Delhi,10,7,0,753.34,7.17,75.33
2025-03-18,Delhi,10,5,0,356.7,3.57,35.67
2025-01-24,Delhi,11,10,0,698.22,5.94,63.47
2023-03-28,Chennai,11,11,0,1342.6,6.98,122.05
2023-05-16,Bangalore,8,7,0,870.84,6.16,108.86
2023-06-23,Mumbai,12,11,0,1105.77,6.89,92.15
2024-08-25,Delhi,10,8,0,872.37,8.31,87.24
2024-11-23,Bangalore,11,10,0,1197.41,6.09,108.86
2023-02-01,Delhi,12,9,0,649.64,4.87,54.14
2023-04-12,Bangalore,5,5,0,622.44,7.09,124.49
2024-11-07,Delhi,12,7,0,712.83,5.32,59.4
2023-12-30,Delhi,6,2,0,118.7,1.98,19.78
2024-06-23,Delhi,5,4,0,432.3,7.83,86.46
2025-02-06,Hyderabad,10,8,0,838.42,6.29,83.84
2025-05-03,Hyderabad,9,7,0,661.37,6.04,73.49
2023-11-21,Chennai,13,12,0,1484.6,6.98,114.2
2024-02-28,Mumbai,6,4,0,378.75,4.21,63.13
2025-11-03,Mumbai,8,5,0,523.68,5.34,65.46
2024-06-16,Delhi,9,7,0,861.77,9.15,95.75
2025-06-19,Bangalore,9,9,0,1622.23,9.09,180.25
2025-08-24,Hyderabad,12,9,0,825.75,5.06,68.81
2023-02-24,Hyderabad,11,11,0,1140.74,7.77,103.7
2024-11-14,Mumbai,11,8,0,1024.92,6.44,93.17
2025-09-24,Hyderabad,8,8,0,900.57,8.6,112.57
2024-11-22,Bangalore,8,7,0,743.53,4.99,92.94
2025-11-19,Bangalore,7,7,0,1062.8,7.83,151.83
2025-03-26,Mumbai,12,10,0,1278.12,7.67,106.51
2024-05-24,Delhi,12,6,0,399.7,3.16,33.31
2023-06-24,Bangalore,6,5,0,814.07,6.98,135.68
2023-12-17,Mumbai,8,6,0,569.16,5.62,71.15
2023-05-08,Bangalore,4,4,0,904.76,11.6,226.19
2025-01-13,Chennai,5,5,0,695.57,8.53,139.11
2023-02-09,Delhi,12,5,0,457.3,3.81,38.11
2024-08-28,Delhi,7,2,0,103.4,1.48,14.77
2025-12-14,Bangalore,13,13,0,1787.01,7.55,137.46
2023-06-27,Hyderabad,12,9,0,999.07,6.11,83.26
2023-04-28,Chennai,11,10,0,1399.21,7.23,127.2
2025-10-12,Chennai,10,8,0,914.34,5.49,91.43
2025-02-17,Mumbai,3,1,0,102.6,2.28,34.2
2025-12-10,Delhi,13,7,0,563.28,4.03,43.33
2024-07-31,Mumbai,7,4,0,481.14,4.91,68.73
2025-02-12,Bangalore,11,10,0,1698.77,7.94,154.43
2023-07-07,Chennai,11,11,0,1631.85,8.71,148.35
2023-12-02,Delhi,13,6,0,574.92,4.15,44.22
2025-10-26,Chennai,7,7,0,970.22,8.74,138.6
2023-02-06,Hyderabad,14,9,0,728.89,4.13,52.06
2024-09-21,Delhi,8,6,0,515.41,6.2,64.43
2024-06-01,Bangalore,4,4,0,685.93,9.44,171.48
2025-01-20,Mumbai,8,4,0,422.19,4.27,52.77
2025-04-18,Delhi,10,5,0,390.64,3.55,39.06
2024-11-03,Bangalore,12,11,0,1735.13,7.65,144.59
2024-06-07,Bangalore,7,6,0,796.13,6.22,113.73
2025-09-24,Mumbai,6,5,0,515.07,6.6,85.85
2024-09-19,Bangalore,12,10,0,1353.08,6.02,112.76
2025-07-02,Chennai,10,10,0,1235.96,7.27,123.6
2025-02-15,Delhi,12,7,0,467.36,3.76,38.95
2025-03-30,Chennai,9,9,0,1200.38,7.98,133.38
2023-04-06,Hyderabad,5,4,0,477.45,6.85,95.49
2025-10-18,Hyderabad,7,5,0,532.12,6.61,76.02
2023-11-16,Delhi,6,5,0,547.42,8.52,91.24
2024-06-11,Bangalore,10,8,0,1138.55,6.09,113.86
2024-02-13,Bangalore,10,10,0,1579.38,8.6,157.94
2024-10-05,Chennai,9,8,0,1113.44,7.85,123.72
2024-08-05,Hyderabad,11,8,0,677.52,4.99,61.59
2023-09-22,Chennai,6,6,0,938.39,9.77,156.4
2025-07-25,Mumbai,13,7,0,833.16,4.67,64.09
2025-07-08,Hyderabad,8,5,0,341.75,3.24,42.72
2024-12-16,Delhi,8,6,0,445.6,5.57,55.7
2023-07-20,Mumbai,20,11,0,1156.65,4.3,57.83
2024-02-19,Chennai,7,7,0,705.97,6.19,100.85
2023-12-03,Mumbai,8,6,0,818.43,7.4,102.3
2024-05-09,Delhi,11,6,0,503.04,4.2,45.73
2023-07-26,Bangalore,12,11,0,1115.73,4.99,92.98
2024-03-18,Mumbai,9,6,0,721.08,5.65,80.12
2024-04-10,Chennai,13,10,0,1200.18,5.92,92.32
2025-04-06,Hyderabad,8,6,0,453.79,4.43,56.72
2025-12-24,Hyderabad,6,5,0,524.06,7.6,87.34
2024-01-13,Chennai,16,16,0,2106.26,8.06,131.64
2023-06-10,Hyderabad,4,4,0,590.82,10.87,147.71
2023-04-25,Delhi,9,3,0,272.37,2.76,30.26
2024-09-26,Chennai,4,4,0,395.08,6.05,98.77
2025-05-29,Delhi,13,9,0,736.24,5.4,56.63
2025-10-13,Mumbai,11,7,0,843.12,5.58,76.65
2023-08-17,Mumbai,12,10,0,929.73,5.38,77.48
2024-12-20,Hyderabad,5,4,0,554.81,8.12,110.96
2026-01-16,Delhi,9,7,0,520.49,5.33,57.83
2025-08-20,Chennai,9,8,0,1090.67,7.27,121.19
2023-05-27,Hyderabad,7,6,0,626.41,6.58,89.49
2024-07-25,Chennai,16,14,0,1637.37,6.35,102.34
2024-02-16,Delhi,13,8,0,851.84,6.23,65.53
2024-02-05,Chennai,11,9,0,1290.55,6.92,117.32
2024-03-09,Delhi,9,5,0,382.9,4.25,42.54
2025-09-22,Bangalore,8,7,0,1015.3,6.6,126.91
2024-01-28,Hyderabad,5,4,0,339.66,5.51,67.93
2023-03-11,Mumbai,8,8,0,877.74,7.79,109.72
2023-11-23,Mumbai,7,7,0,738.87,8.19,105.55
2023-07-02,Chennai,5,4,0,524.71,6.3,104.94
2025-06-18,Mumbai,7,5,0,519.21,5.22,74.17
2024-06-04,Mumbai,10,7,0,755.07,5.34,75.51
2025-08-09,Mumbai,9,8,0,792.42,6.58,88.05
2023-11-17,Delhi,7,5,0,329.65,4.11,47.09
2023-11-08,Bangalore,13,13,0,2213.3,9.25,170.25
2024-11-25,Chennai,8,7,0,905.92,6.52,113.24
2024-10-29,Chennai,11,11,0,1186.45,6.8,107.86
2023-05-10,Bangalore,9,8,0,1754.7,10.35,194.97
2024-03-16,Delhi,13,8,0,723.86,5.12,55.68
2023-08-13,Chennai,5,5,0,775.21,9.65,155.04
2024-03-22,Delhi,6,2,0,170.45,2.55,28.41
2023-12-04,Bangalore,16,14,0,2172.52,7.46,135.78
2025-11-23,Delhi,11,9,0,752.91,6.52,68.45
2025-12-12,Chennai,9,6,0,896.18,5.6,99.58
2025-11-24,Hyderabad,11,9,0,689.46,4.99,62.68
2023-12-02,Bangalore,10,10,0,1573.6,8.19,157.36
2023-12-04,Chennai,4,4,0,429.93,7.1,107.48
2023-07-08,Hyderabad,6,4,0,416.49,5.63,69.42
2025-11-23,Hyderabad,6,5,0,642.75,7.94,107.13
2024-11-01,Chennai,5,5,0,672.07,8.16,134.41
2023-02-15,Mumbai,9,5,0,603.45,4.71,67.05
2024-12-24,Mumbai,11,7,0,684.39,4.68,62.22
2024-02-12,Mumbai,9,7,0,806.01,6.2,89.56
2023-04-18,Mumbai,5,4,0,392.82,6.39,78.56
2026-01-18,Delhi,9,6,0,545.01,5.86,60.56
2024-01-16,Mumbai,9,9,0,949.74,7.9,105.53
2023-05-21,Mumbai,9,2,0,105.48,0.9,11.72
2024-03-04,Chennai,11,9,0,1044.87,5.86,94.99
2026-01-03,Delhi,12,7,0,611.36,4.74,50.95
2023-06-08,Hyderabad,11,10,0,865.1,6.04,78.65
2024-05-25,Delhi,4,4,0,342.8,8.57,85.7
2023-06-06,Hyderabad,9,5,0,483.2,4.16,53.69
2023-06-28,Delhi,8,5,0,340.3,4.25,42.54
2025-09-02,Bangalore,8,8,0,1331.49,8.66,166.44
2025-11-03,Chennai,13,11,0,1482.63,6.53,114.05
2023-01-10,Mumbai,8,6,0,881.37,8.11,110.17
2025-03-25,Delhi,9,5,0,457.2,5.08,50.8
2023-10-09,Delhi,8,4,0,288.3,3.6,36.04
2025-02-11,Mumbai,14,8,0,786.87,4.2,56.21
2025-10-23,Chennai,11,9,0,1075.9,6.29,97.81
2024-02-03,Chennai,8,8,0,785.2,6.19,98.15
2024-07-08,Chennai,11,11,0,1537.73,8.03,139.79
2023-07-16,Chennai,6,6,0,829.04,8.35,138.17
2023-01-12,Mumbai,9,7,0,868.32,6.88,96.48
2024-01-20,Delhi,5,4,0,277.2,5.54,55.44
2023-05-08,Hyderabad,9,7,0,807.69,6.74,89.74
2024-03-18,Chennai,11,10,0,1253.73,7.33,113.98
2025-08-21,Chennai,8,8,0,828.92,6.57,103.62
2025-06-07,Chennai,10,10,0,1476.02,9.47,147.6
2024-10-29,Hyderabad,9,8,0,807.65,6.7,89.74
2023-04-05,Delhi,8,5,0,473.02,5.62,59.13
2024-10-09,Hyderabad,8,5,0,366.41,3.76,45.8
2023-08-27,Bangalore,10,10,0,1549.12,8.02,154.91
2024-05-08,Hyderabad,5,3,0,255.25,3.74,51.05
2025-03-30,Hyderabad,4,3,0,248.24,4.28,62.06
2023-05-04,Hyderabad,6,4,0,503.0,6.77,83.83
2024-10-16,Chennai,5,5,0,877.76,10.66,175.55
2023-11-05,Chennai,3,2,0,257.56,5.07,85.85
2025-10-15,Hyderabad,8,5,0,611.61,5.27,76.45
2025-10-09,Mumbai,11,7,0,701.22,4.54,63.75
2023-12-24,Mumbai,13,9,0,1155.18,6.49,88.86
2025-10-14,Chennai,8,8,0,989.6,7.73,123.7
2024-05-01,Delhi,10,8,0,613.2,6.13,61.32
2024-09-09,Chennai,11,9,0,1300.79,7.08,118.25
2025-04-30,Bangalore,10,10,0,1766.37,9.54,176.64
2024-12-20,Mumbai,12,9,0,678.75,4.12,56.56
2025-09-03,Mumbai,14,8,0,901.98,4.84,64.43
2024-03-14,Delhi,10,7,0,510.09,4.95,51.01
2025-11-21,Bangalore,17,16,0,2059.14,6.46,121.13
2024-05-08,Delhi,14,8,0,596.6,4.26,42.61
2025-07-14,Chennai,8,6,0,1011.74,7.61,126.47
2023-03-22,Hyderabad,6,5,0,395.49,5.36,65.92
2024-03-05,Mumbai,5,4,0,466.08,6.78,93.22
2025-04-12,Delhi,12,7,0,513.53,4.0,42.79
2025-06-11,Chennai,7,6,0,978.37,8.87,139.77
2023-08-29,Hyderabad,9,7,0,657.88,5.77,73.1
2025-08-21,Mumbai,12,7,0,821.82,5.53,68.49
2025-06-20,Hyderabad,10,5,0,626.78,4.59,62.68
2024-05-14,Hyderabad,12,7,0,649.13,4.32,54.09
2024-12-07,Hyderabad,6,4,0,480.33,6.41,80.06
2024-03-15,Bangalore,8,7,0,854.8,5.83,106.85
2023-07-14,Mumbai,4,3,0,217.5,3.77,54.38
2023-04-18,Delhi,7,3,0,268.6,3.84,38.37
2023-08-24,Chennai,4,4,0,577.39,8.58,144.35
2023-04-23,Delhi,8,3,0,157.47,1.84,19.68
2025-05-24,Hyderabad,12,6,0,773.18,4.77,64.43
2025-03-07,Delhi,8,5,0,552.77,6.68,69.1
2025-02-13,Delhi,10,3,0,153.19,1.41,15.32
2025-10-30,Mumbai,5,3,0,281.07,3.99,56.21
2023-10-06,Mumbai,5,2,0,221.7,3.17,44.34
2024-06-29,Hyderabad,8,8,0,698.5,7.02,87.31
2023-01-15,Chennai,7,7,0,890.75,8.77,127.25
2025-03-24,Chennai,5,5,0,728.92,10.57,145.78
2025-10-08,Bangalore,10,10,0,1201.12,6.45,120.11
2024-07-31,Chennai,8,8,0,1013.93,7.12,126.74
2025-09-02,Delhi,3,1,0,99.7,3.32,33.23
2024-07-27,Mumbai,5,4,0,493.08,7.38,98.62
2023-10-19,Chennai,7,5,0,798.65,6.59,114.09
2025-10-08,Mumbai,3,2,0,123.0,3.42,41.0
2024-04-15,Bangalore,12,12,0,2229.11,10.03,185.76
2025-05-19,Mumbai,7,6,0,614.85,6.48,87.84
2024-05-10,Chennai,8,7,0,1045.67,7.98,130.71
2025-01-31,Hyderabad,5,4,0,451.16,6.88,90.23
2023-08-03,Bangalore,7,6,0,1234.4,8.82,176.34
2023-11-05,Bangalore,8,7,0,941.01,6.51,117.63
2023-08-27,Delhi,11,7,0,576.5,5.24,52.41
2025-11-20,Bangalore,6,6,0,1080.35,9.21,180.06
2024-08-12,Hyderabad,6,3,0,301.29,4.12,50.22
2023-01-07,Hyderabad,6,4,0,521.21,6.66,86.87
2025-06-01,Bangalore,2,2,0,318.8,7.97,159.4
2023-09-19,Bangalore,4,3,0,520.06,6.99,130.02
2023-09-09,Delhi,8,5,0,327.2,4.01,40.9
2023-11-01,Mumbai,9,7,0,827.67,6.97,91.96
2023-12-23,Hyderabad,6,5,0,615.64,8.18,102.61
2025-07-02,Delhi,10,4,0,371.2,3.71,37.12
2023-03-02,Chennai,6,6,0,630.03,6.18,105.01
2024-10-27,Chennai,3,3,0,372.12,7.05,124.04
2025-01-07,Mumbai,9,6,0,710.88,5.83,78.99
2025-03-08,Hyderabad,9,6,0,589.84,5.41,65.54
2023-06-03,Mumbai,8,7,0,910.59,8.61,113.82
2025-09-26,Hyderabad,5,5,0,592.57,9.03,118.51
2025-08-16,Chennai,8,8,0,1249.81,8.72,156.23
2024-09-06,Hyderabad,6,5,0,408.03,5.44,68.01
2025-10-10,Delhi,8,6,0,375.0,4.69,46.88
2025-04-13,Hyderabad,9,7,0,431.8,3.7,47.98
2023-10-16,Chennai,8,7,0,977.94,8.16,122.24
2023-08-14,Hyderabad,7,6,0,488.12,5.73,69.73
2023-01-03,Bangalore,8,8,0,1191.59,7.79,148.95
2023-05-27,Mumbai,10,6,0,879.36,6.71,87.94
2025-09-29,Hyderabad,10,8,0,1038.21,8.35,103.82
2023-07-05,Chennai,3,3,0,540.19,10.7,180.06
2023-08-23,Hyderabad,7,6,0,594.22,6.9,84.89
2025-05-10,Bangalore,5,5,0,765.85,8.0,153.17
2023-11-08,Mumbai,6,4,0,440.25,5.92,73.38
2025-02-10,Delhi,10,7,0,779.49,7.43,77.95
2025-08-20,Delhi,10,7,0,489.69,4.73,48.97
2025-09-09,Hyderabad,6,5,0,721.04,9.16,120.17
2024-09-23,Hyderabad,10,8,0,910.94,6.81,91.09
2025-09-14,Chennai,11,10,0,1188.9,6.94,108.08
2023-11-23,Delhi,8,4,0,294.07,3.28,36.76
2025-12-06,Delhi,6,3,0,247.02,3.66,41.17
2024-11-19,Delhi,3,1,0,35.3,1.18,11.77
2024-06-11,Mumbai,7,5,0,505.74,5.8,72.25
2023-11-20,Mumbai,11,6,0,728.1,4.51,66.19
2024-07-24,Chennai,8,7,0,1058.79,7.68,132.35
2023-11-18,Delhi,8,7,0,605.95,6.97,75.74
2023-04-16,Hyderabad,11,9,0,1086.31,7.59,98.76
2023-08-27,Mumbai,8,5,0,420.0,4.38,52.5
2025-01-18,Hyderabad,8,7,0,795.73,7.59,99.47
2025-02-04,Delhi,4,3,0,195.4,4.89,48.85
2024-06-21,Hyderabad,9,4,0,353.39,3.41,39.27
2024-07-31,Delhi,7,1,0,139.5,1.99,19.93
2023-06-14,Bangalore,8,8,0,1040.05,7.45,130.01
2023-07-26,Chennai,10,9,0,1407.83,8.52,140.78
2024-02-29,Mumbai,6,5,0,501.66,6.05,83.61
2024-04-30,Hyderabad,8,8,0,736.8,7.28,92.1
2024-03-27,Hyderabad,6,6,0,655.26,8.63,109.21
2024-07-29,Bangalore,4,4,0,779.21,9.89,194.8
2023-10-17,Mumbai,12,9,0,743.1,4.56,61.93
2023-06-15,Delhi,11,9,0,686.66,6.17,62.42
2025-03-09,Mumbai,4,2,0,208.92,4.35,52.23
2025-01-28,Delhi,3,2,0,151.73,4.27,50.58
2025-10-05,Delhi,9,7,0,473.26,5.18,52.58
2025-12-14,Mumbai,9,5,0,707.73,5.68,78.64
2025-10-03,Bangalore,10,8,0,1071.78,5.61,107.18
2023-08-31,Bangalore,6,5,0,753.95,6.89,125.66
2023-08-04,Hyderabad,9,8,0,804.15,7.05,89.35
2023-03-17,Hyderabad,6,4,0,438.74,5.45,73.12
2023-09-12,Hyderabad,9,7,0,624.23,5.72,69.36
2025-05-28,Chennai,8,7,0,706.53,5.15,88.32
2025-09-07,Chennai,8,8,0,1004.64,8.21,125.58
2025-06-04,Chennai,10,10,0,1376.16,7.91,137.62
2023-11-16,Hyderabad,6,6,0,629.37,7.86,104.9
2023-10-04,Hyderabad,9,7,0,866.03,7.47,96.23
2023-07-03,Bangalore,7,7,0,812.64,6.08,116.09
2025-04-16,Mumbai,8,5,0,355.02,3.21,44.38
2024-12-17,Delhi,8,7,0,682.99,7.35,85.37
2025-11-16,Delhi,9,4,0,291.5,3.24,32.39
2024-02-29,Bangalore,9,7,0,936.68,5.7,104.08
2023-08-08,Hyderabad,6,5,0,632.16,8.17,105.36
2023-09-30,Bangalore,4,4,0,752.61,10.94,188.15
2025-05-28,Bangalore,8,6,0,1011.65,6.86,126.46
2024-01-14,Mumbai,8,5,0,511.38,4.67,63.92
2024-03-23,Chennai,3,2,0,287.2,5.98,95.73
2024-01-14,Hyderabad,5,4,0,417.06,6.52,83.41
2024-06-20,Bangalore,5,5,0,697.1,8.06,139.42
2023-12-30,Hyderabad,13,12,0,1100.39,6.75,84.65
2025-09-16,Hyderabad,3,2,0,198.03,5.74,66.01
2023-02-23,Hyderabad,7,4,0,450.22,4.56,64.32
2024-08-21,Bangalore,10,9,0,1269.23,6.95,126.92
2025-01-18,Chennai,12,12,0,1584.99,8.04,132.08
2024-07-14,Hyderabad,7,5,0,565.86,6.69,80.84
2023-07-01,Mumbai,8,4,0,392.43,3.61,49.05
2023-11-08,Hyderabad,11,10,0,1101.38,7.59,100.13
2023-07-11,Hyderabad,11,10,0,951.64,6.77,86.51
2024-11-10,Chennai,6,6,0,611.58,6.17,101.93
2023-12-05,Bangalore,8,8,0,1254.33,8.44,156.79
2023-04-22,Delhi,8,5,0,497.17,5.98,62.15
2025-11-30,Delhi,11,8,0,646.11,5.77,58.74
2023-02-02,Bangalore,7,7,0,1029.26,7.45,147.04
2025-06-21,Mumbai,7,3,0,307.38,2.99,43.91
2024-11-22,Delhi,9,4,0,334.3,3.71,37.14
2023-05-20,Bangalore,5,5,0,998.7,10.67,199.74
2026-01-09,Mumbai,1,0,0,0.0,0.0,0.0
2024-05-20,Hyderabad,12,10,0,888.2,5.52,74.02
2023-07-08,Chennai,10,8,0,812.65,4.97,81.27
2024-07-12,Bangalore,4,4,0,754.36,9.94,188.59
2023-12-29,Bangalore,13,12,0,1914.91,7.43,147.3
2025-07-03,Delhi,8,4,0,232.7,2.91,29.09
2025-03-10,Mumbai,4,1,0,115.2,1.92,28.8
2025-12-21,Delhi,8,7,0,706.66,8.58,88.33
2024-06-14,Bangalore,12,8,0,1584.33,6.97,132.03
2023-04-02,Delhi,5,4,0,242.4,4.85,48.48
2024-12-06,Mumbai,6,4,0,418.62,5.62,69.77
2024-10-23,Chennai,4,4,0,511.36,7.99,127.84
2023-03-27,Bangalore,4,4,0,511.15,6.94,127.79
2024-11-19,Chennai,8,7,0,1108.0,8.32,138.5
2023-04-14,Mumbai,4,3,0,330.51,5.86,82.63
2025-09-19,Mumbai,4,3,0,261.99,4.81,65.5
2024-10-02,Delhi,4,2,0,187.84,3.99,46.96
2023-10-06,Bangalore,8,7,0,866.8,5.9,108.35
2023-01-14,Mumbai,2,2,0,120.0,5.0,60.0
2025-04-29,Chennai,4,4,0,563.04,7.99,140.76
2025-05-06,Hyderabad,5,3,0,243.08,3.92,48.62
2023-08-26,Chennai,7,7,0,985.54,8.63,140.79
2023-10-17,Hyderabad,6,4,0,397.98,5.09,66.33
2025-12-13,Mumbai,7,4,0,585.09,5.93,83.58
2025-07-04,Delhi,9,7,0,527.3,5.86,58.59
2025-03-10,Chennai,4,4,0,582.08,9.1,145.52
2025-04-08,Mumbai,1,1,0,137.52,11.46,137.52
2025-11-24,Delhi,6,2,0,131.8,2.2,21.97
2024-02-03,Hyderabad,4,4,0,447.29,8.57,111.82
2023-06-24,Chennai,6,6,0,1006.1,10.34,167.68
2023-05-11,Mumbai,9,2,0,347.1,2.57,38.57
2024-06-25,Chennai,7,6,0,675.62,5.66,96.52
2025-02-28,Chennai,10,10,0,1338.47,7.93,133.85
2023-08-14,Chennai,6,5,0,622.52,6.12,103.75
2025-04-11,Hyderabad,5,4,0,461.11,7.38,92.22
2024-07-07,Bangalore,8,8,0,1049.82,6.83,131.23
2024-02-22,Delhi,10,7,0,619.05,5.84,61.91
2024-10-17,Bangalore,2,1,0,238.0,5.95,119.0
2023-12-25,Mumbai,9,6,0,785.55,6.09,87.28
2024-02-23,Chennai,8,8,0,815.72,6.46,101.97
2023-10-13,Mumbai,5,4,0,387.3,5.7,77.46
2024-04-11,Bangalore,8,5,0,916.19,6.42,114.52
2024-07-18,Chennai,10,8,0,1059.33,6.19,105.93
2025-03-12,Bangalore,6,6,0,816.45,7.29,136.08
2023-08-28,Bangalore,4,3,0,365.21,4.98,91.3
2025-12-29,Bangalore,8,7,0,1014.41,6.68,126.8
2024-08-06,Delhi,5,4,0,327.44,6.05,65.49
2025-04-12,Bangalore,3,2,0,230.84,3.99,76.95
2025-01-25,Bangalore,10,10,0,1444.61,7.53,144.46
2023-02-25,Chennai,3,2,0,377.72,7.79,125.91
2025-05-24,Delhi,6,5,0,459.3,6.86,76.55
2023-06-11,Bangalore,4,4,0,607.24,8.05,151.81
2025-09-11,Mumbai,6,4,0,431.4,4.79,71.9
2023-06-15,Chennai,8,8,0,1322.05,10.22,165.26
2023-06-01,Bangalore,6,5,0,1091.2,9.09,181.87
2025-08-12,Bangalore,7,6,0,1151.06,8.52,164.44
2026-01-06,Chennai,9,8,0,909.75,6.28,101.08
2025-02-18,Delhi,2,2,0,113.0,5.65,56.5
2023-09-04,Hyderabad,9,6,0,584.26,5.56,64.92
2024-07-25,Hyderabad,6,5,0,572.5,7.31,95.42
2025-10-11,Mumbai,6,5,0,658.47,8.19,109.75
2023-10-02,Hyderabad,4,4,0,527.73,9.26,131.93
2024-06-25,Delhi,8,4,0,356.01,4.17,44.5
2023-09-05,Delhi,9,5,0,420.51,4.09,46.72
2024-06-05,Chennai,5,5,0,584.61,6.47,116.92
2023-08-15,Hyderabad,7,3,0,318.93,3.36,45.56
2023-10-18,Bangalore,7,6,0,968.6,7.3,138.37
2023-04-19,Delhi,6,5,0,541.88,8.36,90.31
2024-12-21,Mumbai,8,6,0,435.75,3.95,54.47
2023-03-11,Delhi,8,6,0,493.98,5.86,61.75
2025-04-27,Hyderabad,13,12,0,1366.45,8.2,105.11
2025-07-22,Chennai,10,6,0,558.86,3.5,55.89
2023-07-16,Delhi,6,4,0,376.57,5.74,62.76
2024-07-22,Mumbai,6,4,0,564.63,7.12,94.11
2026-01-08,Chennai,7,7,0,708.9,6.67,101.27
2023-06-03,Delhi,6,5,0,542.6,9.04,90.43
2024-08-19,Mumbai,5,4,0,411.9,6.42,82.38
2025-07-11,Delhi,5,2,0,81.2,1.62,16.24
2025-11-23,Bangalore,8,8,0,901.4,5.96,112.68
2023-04-29,Delhi,7,4,0,198.4,2.83,28.34
2025-03-08,Chennai,6,6,0,874.0,9.23,145.67
2025-12-15,Mumbai,5,5,0,695.25,9.71,139.05
